KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,0.1,scale,0.7507401663612012,0.5257731958762887,0.408465695103979,0.4211764705882353
linear,0.1,auto,0.7521874416072922,0.5827774408732566,0.4031007751937984,0.536470588235294
linear,0.1,auto,0.6375755540631297,0.4869617950272892,0.4025292293008829,0.4023529411764706
linear,0.001,auto,0.587558764271323,0.4396604002425713,0.3904795991410164,0.388235294117647
linear,0.1,scale,0.6592945198127307,0.5506367495451789,0.38992632113821135,0.4870588235294117
linear,0.01,auto,0.5882135661517798,0.4396604002425713,0.3895848246241947,0.388235294117647
linear,0.1,auto,0.7586567755177903,0.5433596118859915,0.3894538868765673,0.49176470588235294
linear,0.1,auto,0.6699126250474863,0.5724681625227409,0.38152046783625737,0.5082352941176471
linear,0.001,auto,0.6052193439319684,0.5336567616737417,0.3772937070809411,0.4847058823529411
linear,0.01,auto,0.6054840252044876,0.5385081867798666,0.3761116739840144,0.4870588235294117
linear,0.1,scale,0.6699006679932952,0.5506367495451789,0.36534552845528456,0.4729411764705883
linear,0.01,scale,0.6325696316262355,0.4887810794420861,0.3652185465656968,0.44
linear,0.001,scale,0.6119322263415601,0.5348696179502729,0.3650279471544715,0.48
linear,0.01,scale,0.6119528689032194,0.5366889023650697,0.36496443089430897,0.4776470588235294
linear,0.001,scale,0.6324757004002287,0.4869617950272892,0.36468712634515743,0.4352941176470588
linear,0.001,auto,0.6593167807926776,0.4881746513038205,0.36468535404705615,0.4305882352941177
linear,0.001,scale,0.5977796860679223,0.5348696179502729,0.3642657520325203,0.4799999999999999
linear,0.01,auto,0.659461928587285,0.498483929654336,0.3641787684340876,0.43764705882352944
linear,0.01,scale,0.5980356538324979,0.5348696179502729,0.3631859756097561,0.4799999999999999
linear,0.1,auto,0.7428010636950741,0.5876288659793814,0.3597660818713451,0.4941176470588236
linear,0.01,scale,0.6788223831424585,0.4481503941782897,0.3558180894308943,0.3835294117647059
linear,0.001,scale,0.6787150418218298,0.4414796846573681,0.3556275406504065,0.38117647058823534
linear,0.001,scale,0.6419919246298789,0.3935718617343844,0.3541031504065041,0.3364705882352941
linear,0.01,scale,0.6420662378518525,0.3972104305639781,0.3530868902439025,0.3411764705882353
linear,0.001,scale,0.5941465952158799,0.4869617950272892,0.3509908536585365,0.4352941176470588
linear,0.01,scale,0.5944190770297831,0.4869617950272892,0.3509908536585365,0.4329411764705882
linear,0.01,auto,0.6082858469460977,0.4893875075803518,0.3426315789473684,0.4258823529411765
linear,0.001,auto,0.6083618251656747,0.4893875075803518,0.34111111111111114,0.4258823529411765
linear,0.001,auto,0.6427016224033018,0.4408732565191024,0.3363253093975248,0.3835294117647059
linear,0.01,auto,0.6429169137778356,0.4432989690721649,0.3359853121175031,0.3835294117647059
linear,0.001,auto,0.655354353974083,0.4426925409338993,0.3249707602339181,0.3764705882352941
linear,0.01,auto,0.6552235025959224,0.44936325045482106,0.3246783625730994,0.3788235294117647
linear,0.01,auto,0.6407468463881953,0.4008489993935718,0.3239063806074116,0.3341176470588235
linear,0.001,auto,0.640649874340388,0.3947847180109157,0.3236277514628031,0.3317647058823529
linear,0.01,scale,0.6458832651910335,0.39721043056397815,0.29613558211888,0.3294117647058824
linear,0.001,scale,0.6458088569325,0.3947847180109157,0.2956443425577206,0.3317647058823529
