,0
"Lr=0.01,latent_size=30,klb_coefficient=0.5",0.02406838
"Lr=0.01,latent_size=30,klb_coefficient=0.6",0.024044394
"Lr=0.01,latent_size=30,klb_coefficient=0.7",0.023764277
"Lr=0.01,latent_size=30,klb_coefficient=0.8",0.023815524
"Lr=0.01,latent_size=30,klb_coefficient=0.9",0.024109062
"Lr=0.01,latent_size=30,klb_coefficient=1.0",0.024146024
"Lr=0.01,latent_size=40,klb_coefficient=0.5",0.024297545
"Lr=0.01,latent_size=40,klb_coefficient=0.6",0.024264531
"Lr=0.01,latent_size=40,klb_coefficient=0.7",0.02428422
"Lr=0.01,latent_size=40,klb_coefficient=0.8",0.024395084
"Lr=0.01,latent_size=40,klb_coefficient=0.9",0.024133136
"Lr=0.01,latent_size=40,klb_coefficient=1.0",0.02446414
"Lr=0.01,latent_size=50,klb_coefficient=0.5",0.024548272
"Lr=0.01,latent_size=50,klb_coefficient=0.6",0.024319028
"Lr=0.01,latent_size=50,klb_coefficient=0.7",0.02452221
"Lr=0.01,latent_size=50,klb_coefficient=0.8",0.024707768
"Lr=0.01,latent_size=50,klb_coefficient=0.9",0.024419038
"Lr=0.01,latent_size=50,klb_coefficient=1.0",0.024438646
"Lr=0.01,latent_size=60,klb_coefficient=0.5",0.024708757
"Lr=0.01,latent_size=60,klb_coefficient=0.6",0.024835
"Lr=0.01,latent_size=60,klb_coefficient=0.7",0.024718782
"Lr=0.01,latent_size=60,klb_coefficient=0.8",0.024895694
"Lr=0.01,latent_size=60,klb_coefficient=0.9",0.02491668
"Lr=0.01,latent_size=60,klb_coefficient=1.0",0.025021264
"Lr=0.01,latent_size=70,klb_coefficient=0.5",0.025110709
"Lr=0.01,latent_size=70,klb_coefficient=0.6",0.025356812
"Lr=0.01,latent_size=70,klb_coefficient=0.7",0.025432793
"Lr=0.01,latent_size=70,klb_coefficient=0.8",0.025097141
"Lr=0.01,latent_size=70,klb_coefficient=0.9",0.025144693
"Lr=0.01,latent_size=70,klb_coefficient=1.0",0.025217915
"Lr=0.01,latent_size=80,klb_coefficient=0.5",0.025735836
"Lr=0.01,latent_size=80,klb_coefficient=0.6",0.025900198
"Lr=0.01,latent_size=80,klb_coefficient=0.7",0.025458336
"Lr=0.01,latent_size=80,klb_coefficient=0.8",0.025756793
"Lr=0.01,latent_size=80,klb_coefficient=0.9",0.02560775
"Lr=0.01,latent_size=80,klb_coefficient=1.0",0.025399897
"Lr=0.01,latent_size=90,klb_coefficient=0.5",0.02601044
"Lr=0.01,latent_size=90,klb_coefficient=0.6",0.02592191
"Lr=0.01,latent_size=90,klb_coefficient=0.7",0.02569757
"Lr=0.01,latent_size=90,klb_coefficient=0.8",0.025745383
"Lr=0.01,latent_size=90,klb_coefficient=0.9",0.02602463
"Lr=0.01,latent_size=90,klb_coefficient=1.0",0.026241912
"Lr=0.01,latent_size=100,klb_coefficient=0.5",0.02603781
"Lr=0.01,latent_size=100,klb_coefficient=0.6",0.026542753
"Lr=0.01,latent_size=100,klb_coefficient=0.7",0.02641296
"Lr=0.01,latent_size=100,klb_coefficient=0.8",0.026642745
"Lr=0.01,latent_size=100,klb_coefficient=0.9",0.026472615
"Lr=0.01,latent_size=100,klb_coefficient=1.0",0.026294539
"Lr=0.01,latent_size=110,klb_coefficient=0.5",0.02671865
"Lr=0.01,latent_size=110,klb_coefficient=0.6",0.026742743
"Lr=0.01,latent_size=110,klb_coefficient=0.7",0.026558507
"Lr=0.01,latent_size=110,klb_coefficient=0.8",0.026471373
"Lr=0.01,latent_size=110,klb_coefficient=0.9",0.026813844
"Lr=0.01,latent_size=110,klb_coefficient=1.0",0.026351973
"Lr=0.01,latent_size=120,klb_coefficient=0.5",0.027160427
"Lr=0.01,latent_size=120,klb_coefficient=0.6",0.026948595
"Lr=0.01,latent_size=120,klb_coefficient=0.7",0.027138341
"Lr=0.01,latent_size=120,klb_coefficient=0.8",0.026905468
"Lr=0.01,latent_size=120,klb_coefficient=0.9",0.027071131
"Lr=0.01,latent_size=120,klb_coefficient=1.0",0.027201751
"Lr=0.01,latent_size=130,klb_coefficient=0.5",0.027491214
"Lr=0.01,latent_size=130,klb_coefficient=0.6",0.026709054
"Lr=0.01,latent_size=130,klb_coefficient=0.7",0.026903123
"Lr=0.01,latent_size=130,klb_coefficient=0.8",0.027103318
"Lr=0.01,latent_size=130,klb_coefficient=0.9",0.027536005
"Lr=0.01,latent_size=130,klb_coefficient=1.0",0.027497517
"Lr=0.01,latent_size=140,klb_coefficient=0.5",0.027621182
"Lr=0.01,latent_size=140,klb_coefficient=0.6",0.027860027
"Lr=0.01,latent_size=140,klb_coefficient=0.7",0.02713492
"Lr=0.01,latent_size=140,klb_coefficient=0.8",0.02755716
"Lr=0.01,latent_size=140,klb_coefficient=0.9",0.027428208
"Lr=0.01,latent_size=140,klb_coefficient=1.0",0.027504478
"Lr=0.01,latent_size=150,klb_coefficient=0.5",0.027866675
"Lr=0.01,latent_size=150,klb_coefficient=0.6",0.027335037
"Lr=0.01,latent_size=150,klb_coefficient=0.7",0.027653545
"Lr=0.01,latent_size=150,klb_coefficient=0.8",0.027973335
"Lr=0.01,latent_size=150,klb_coefficient=0.9",0.028119812
"Lr=0.01,latent_size=150,klb_coefficient=1.0",0.02746248
