,k__Bacteria;NA,k__Bacteria;NA;NA,k__Bacteria;NA;NA;NA,k__Bacteria;NA;NA;NA;NA,k__Bacteria;p__Actinobacteria,k__Bacteria;p__Actinobacteria;c__Actinobacteria,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,k__Bacteria;p__Bacteroidetes,k__Bacteria;p__Bacteroidetes;NA,k__Bacteria;p__Bacteroidetes;NA;NA,k__Bacteria;p__Bacteroidetes;NA;NA;NA,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,k__Bacteria;p__Firmicutes,k__Bacteria;p__Firmicutes;NA,k__Bacteria;p__Firmicutes;NA;NA,k__Bacteria;p__Firmicutes;NA;NA;NA,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,k__Bacteria;p__Firmicutes;c__Negativicutes,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae,k__Bacteria;p__Proteobacteria,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;NA,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae,k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,-0.018686804676921402,-0.018686804676922058,-0.018686804676921333,-0.018686804676920042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6827175286767161,0.7348312472419235,0.0,0.0,0.0,0.02196547171466904,0.021965471714669244,0.021965471714669345,0.0,0.0,0.0,-0.007871841435004875,-0.026095609038957152,0.0,0.0,0.0,0.012263410714603157,0.0,-0.0012139059988743835,-0.0012139059988743924,-0.0012139059988743924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013728547060109153,0.019293417889852053,0.0,0.0,-0.4379523220529613,-0.16848026934521984,0.0,-0.06203428315604738,0.024214041307546525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481865169976356,-0.05286346359152681,-0.05286346359152612,0.0,0.0,0.0,-0.0027962385947293794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020829858630303108,0.0,0.0,0.0,0.0,0.0,0.026087252711127044,0.0,0.0,0.00870976257537826,0.008709762575377714,0.008709762575379648,0.0,0.0,0.12024525658169243,0.002508002521179123,-0.018896782138979926,0.0,-0.009635499170717612,0.0,0.0,0.0,-0.0195740758602607,-0.01957407586025313,-0.019574075860257664,-0.009633120714065914,-0.009633120714066011,0.0,0.0,0.0,0.0,0.0,0.13675432400659068,0.0,0.07047915909141401,0.0345639677558511,0.0,-0.5190865314051121,0.02103518363061362,0.0,0.0,-0.2565608479873996,-0.25656084798728507,0.5047829563532831,0.0,0.0,0.0,0.0,0.0,0.13259181537053405,-0.014237812687585486,-0.01423781268758573,0.0,0.0,0.0,0.0,-0.011566819900697814,-0.011566819900698059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,0.0,0.0,0.0,0.0,0.0007277945656383143,0.000505486799173791,-0.0024442201119578713,-0.10201824911990608,0.0,0.0,0.12325563852236868,0.0,0.0,0.0,0.0,0.000294189058794347,-0.036719954156393675,-0.03671995415637206,-0.03671995415641718,0.0002944984101220601,0.00029449841012206464,-0.36629940450464543,0.36617562890214356,0.0,-0.09071371033576438,-0.0845267514135687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20055847059447965,0.0,0.0,0.0,0.0,0.004544924493904096,-0.3683654859224167,0.0,-0.01855610929647301,0.0,0.0,-0.002301186479238183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031987638953219657,-0.0031987638953219696,-0.01902525644425865,0.0,0.0,0.0,0.0,-0.032659570234077534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.008266130300378398,0.0,0.0,0.0,0.09615999310757684,0.0,0.0,0.0,0.0,-0.14091740971073974,0.0,0.0,0.0,-0.20650958781376672,-0.2065095878137944,0.011495934970461684,0.4898968393154947,0.0,-0.0646269072880429,0.0,0.0,0.07395041323692363,0.0,-0.00019807891703253885,-0.0001980789170325331,-0.00019807891703253023,0.0,0.0,0.00459631047548933,-0.04282362919545436,-0.005139856311280616,0.0,0.0,0.0001965804813643629,0.09795206115312596,0.0,0.16524244346153252,0.0038310720002772904,0.08881273910362407,-0.008338123354774307,-0.915494051106864,0.0,1.2498389681412683,1.2498389681410427,-2.5319717772152637,-0.03642678663975701,0.0,0.0,0.0,0.0,0.13451765136965327,-0.044092864620829154,-0.0440928646208208,0.0,0.0,0.0,0.0,-0.033978222460662455,-0.03397822246066474,-0.005391408683043386,0.0,0.0,0.0,0.0,0.0,0.0,-0.03561350339572534,-0.03561350339572513,0.0,0.0,0.0,-0.03394077542899944
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,-0.03422373009443521,-0.009848329666643283,0.0,0.0,-0.000960696927718325,-0.06321515355395302,0.0,-0.0029808410219649057,-0.045722011583176625,-0.00030504131651692555,-0.017682830376975083,-0.017682830376964782,-0.017682830376975416,-0.00030500196177847484,-0.0003050019617784876,-0.0004779077126675904,0.0,0.0,0.0,0.0,0.042486583864169244,-0.05678044846985758,-0.5973005368796366,0.0,0.0,0.0,-0.006816521396469628,-0.0068165213964696695,0.0,-0.009315598240083057,0.0,-0.0006672204673134764,-0.000667220467313481,0.3621272768885698,-0.3654289421124766,0.07774885876606488,0.08642296034669916,0.05106609524099465,0.06951114807939278,0.029887496717085765,0.0,-0.29599225645952226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01261963045763294,0.0,-0.03630622993703673,0.0,0.0,0.0,0.041726677022242524,0.01768164865125747,0.01768164865125714,0.017681648651259017,0.0,0.9208582707753701,-0.957282213137421,0.004170889196128891,0.004170889196128892,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0,0.0,0.0,0.0,-0.08542106017402663,0.0,0.0,0.0,0.008895951265433782,0.008895951265434125,0.0,0.0,0.0,4.295266686203832,-4.25853624953057,-0.06157109817773724,0.0,0.0,0.0,-0.0683203232847251,-0.06832032328476502,0.1897754355512079,0.000374136972498784,0.0,-0.02236122847688745,0.0,0.041445571920318995,0.0,-0.0021969787322934885,0.0010356048229000255,0.0010356048229000255,0.0010356048229000255,0.0,0.0,0.0,0.0,0.0,-0.1880158312152267,-0.18801583121516263,0.1627928574754631,0.0,0.01636044765535036,0.15649200998560664,0.1038644330971121,0.0,0.0,0.0,0.1108496869759271,-1.2003816208966243,-1.20038162090059,1.9146446499381349,0.0,0.0,0.0,0.0,0.0,0.017380368495674835,0.0,0.0,0.0307975547776286,0.0,0.0,0.0,0.0,0.0,0.0,0.010606510925567497,0.01060651092556746,0.01060651092556708,0.0,0.0,0.0,0.018604791268959517,0.018604791268960006,0.0,0.0,0.0,-0.014058094310695416
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,0.0,0.0,0.0,0.0,-0.08046053410132965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003943550926922527,0.003943550926922526,0.003943550926922544,0.0,0.0,0.0,0.0,0.0,-0.03171320965127347,0.0,0.0073524629894931234,0.06260202967938279,0.0,0.00039562406122577404,0.0003956240612257803,0.00039562406122578537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859585092995149,0.06757033754841188,0.0,0.0,-0.07381478441561252,0.0,-0.2326873860839382,-0.23268738608407535,0.0,0.0,0.0,0.0,0.0,0.0,0.12403448603973063,-0.025102408881536364,-0.02510240888153681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063404191362493,0.006340419136249324,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033046702436284434,0.0,0.0,2.052586249939803,-2.0663706235488366,0.0,0.0028449925731367878,0.002844992573136779,0.0028449925731367652,0.0,0.0,0.0,0.0,-0.013689173338786317,-0.04621240864809692,0.0,0.0866279910523703,0.0681250242836456,-0.0016341888568324428,0.0005764829757118594,0.0005764829757118425,0.0005764829757118617,0.0,0.0,0.0,0.0,0.0,-0.00230262235421718,-0.0023026223542172344,0.0,0.07348027578811579,0.04012638372820134,0.1000600843185501,0.08020945125718786,0.0,-0.0211181468170877,0.0,0.0,-0.2022100101119212,-0.20221001011181475,-0.0015700902801508514,0.0,0.0,0.0,0.0,0.0,0.20288699368525057,-0.03536227924096206,-0.0353622792409618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007307863880836
k__Bacteria;p__Firmicutes;c__Negativicutes,0.030366609449626162,0.030366609449625475,0.03036660944962604,0.03036660944962843,-0.0003737888971159579,0.0,-0.0030083091653298013,-0.10558669283536305,0.0,0.0,0.0007962313990431376,0.0,0.0,-0.0009418427056395517,-0.0009169450120628352,0.0,0.0,0.0,0.0,0.0,0.0,0.0011989797038116378,-0.000876970258296962,0.0,0.0,0.0,0.0,-0.006564829576707313,0.001262437402368185,9.703770562232328e-05,9.703770562232432e-05,9.703770562232211e-05,0.0006658785225959814,0.0006658785225959776,-0.00027546945611216006,0.0,0.029048853892122996,0.0011477252684001455,0.0011477252684001487,-0.00036100316613629644,-0.00038740232765599567,0.0008307763647548256,-0.07558013809696339,-0.0014114854958483484,-0.00020086407755869716,-0.003955225535486067,-0.002488595059727409,0.0008427818995130845,-0.00043196898861592786,-0.00043196898861592325,-0.00044160530480203834,-0.17218073185053537,-0.713265998488032,0.7233518505735851,0.003822171740149519,0.003822171740149445,-0.30820115460970676,0.09037619176513448,0.0903761917651327,0.0,0.0,0.0,-0.09691691805594148,-0.0023247067146168364,-0.0023247067146169044,-0.06152935860266598,0.009488045753738824,0.009488045753738782,0.009488045753738728,0.0,0.0,0.0,0.01133555432594855,0.011335554325948577,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,-0.0008327859062457058,-0.0008327859062457061,-0.000832785906245707,-0.0008327859062457246,-0.0012516293371962713,0.0,0.0,0.0,0.0,0.0,0.5307151670679919,-0.1258933584250204,-0.0057881240212032505,-0.0027871092766634823,-0.2573960052704599,-0.0001981077295853045,0.01973720144472514,0.019737201444725773,0.019737201444726717,-0.00019926233762892142,-0.00019926233762893617,0.5374641128821759,-0.22117996134664178,0.0,0.0,0.0,0.0,0.0,0.0005246936724143262,-0.0001907399348514245,-0.00019073993485144776,-0.00019073993485144494,0.07842884417693041,0.07842884417691462,-0.20581535494883485,0.0,0.0,0.0002005814128918435,0.0002005814128918707,1.0164456988256922,-0.397835203308792,0.002521735033565088,0.0,0.14566188464980778,-0.0028712053313210703,0.0020873656711003124,-0.09350171631478567,0.03637061687538343,-0.001790693638692659,-0.001790693638692702,-0.0020138721052975384,0.0,-2.9857133069164505,2.913036964722252,-0.03307355424239653,-0.03307355424237566,-0.0020268060797082976,0.0,0.0,0.143271587902934,0.0,0.0,0.0,0.0,0.0,0.012709788869735752,0.0,0.0,0.0,0.0,0.0,0.0,0.0020090172565492862,0.0020090172565492706,0.006713439645744817,0.006713439645744309,0.006713439645744738,0.007564559383589579
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,-0.09531178811265226,-0.09531178811263208,-0.09531178811265746,-0.0953117881126488,-0.000397946377028357,0.0018850407995227064,-0.001269438956068957,-0.18238843115153536,0.0,0.0,0.8613703248144026,-0.00167555978575484,-0.28914736679623004,-0.0007682739284926738,-0.5018252366496774,0.00047304699480691303,0.0,0.0,0.0,0.0004725954373023253,0.0004725954373023253,0.002054551393567766,-0.0001777431846984027,0.0,-0.0962524369433832,0.038867240980263944,0.0,0.0,0.0,-0.00046111579222508784,-0.00046111579222510193,-0.000461115792225092,0.05237603488668073,0.05237603488668505,-0.0004081498768191172,0.0,-0.0011620773314036303,-0.0006809597450743923,-0.0006809597450743905,0.43350116803529354,-0.22473772624307511,0.1621602563739142,-0.011850370724676587,0.0009328628379717034,-0.0002016559306403406,0.00014931289145210275,-0.08517369211619188,-0.0005434014131209415,0.0,0.0,-0.26595327396991103,0.0,-1.7445780729946918,1.4724564093953874,-0.07711832084940978,-0.07711832084942079,-0.2660386360878555,0.0014766801073151144,0.0014766801073150997,0.0813597916762241,0.0,0.0,0.0,0.0038211659016344985,0.00382116590163433,0.032121972434488034,0.0,0.0,0.0,0.0,-0.057139128761704336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,0.0012169624075887245,0.001216962407588726,0.0012169624075887237,0.0012169624075887245,-0.00031176850617146024,0.0,0.0,0.0,0.0,0.0,0.0009207684175112537,0.0,0.0,0.0,-0.00024310898235248076,0.00026689160848421186,0.0,0.0,0.0,0.00026684107025479035,0.00026684107025479035,0.0,0.0003834270389703191,0.0,0.0,0.0,-0.0449277298037602,-0.006445231489514596,5.273640747568576e-05,-0.0002179392520112528,-0.00021793925201125285,-0.00021793925201125337,0.0007462551002889417,0.0007462551002889499,0.0015186890092518705,0.0,0.011783140044769793,5.8626533299835916e-05,5.862653329983596e-05,-0.0009298018655920716,0.0,0.0012146761730443434,0.0,-0.0009825956206184583,0.00021861767241030492,-0.015294836223856958,-0.03895429997509449,-0.0001697505318742118,0.0001909393773015957,0.00019093937730159575,0.0003546663902505063,0.0,0.0,0.0,-0.05177391058349071,-0.0517739105834899,0.0,-0.009526202566022492,-0.009526202566022502,0.0,0.0,-0.023155527235324554,-0.005840015526480434,0.0,0.0,-0.0712103635626448,0.0,0.0,0.0,0.0,0.002321883541255803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae,0.0,0.0,0.0,0.0,-0.0018649991989267522,0.0,0.0,0.0,0.0,0.0,0.0016442395105381105,0.003508412030802033,0.0,-0.00039611209494519093,-0.00032698123350795603,4.305561085568323e-05,-4.4922188123878584e-05,-4.4922188123878584e-05,-4.492218812387857e-05,4.311261461547589e-05,4.311261461547477e-05,-0.00016073255179363774,0.0,0.0,0.0,0.0,-0.046048120075662,-0.0007319087805444142,-0.0005940354756251417,-5.1444584280473786e-05,-5.144458428046495e-05,-5.144458428046499e-05,0.004486603623494015,0.004486603623494019,0.0009910076436299127,0.0,0.0,-0.0005940586878083866,-0.0005940586878083901,-0.0010626479073053325,-0.0009267212113520261,0.0008690707255427096,0.002983713867436917,0.0,0.0013708201529075291,-0.0022855863071075703,-0.0032480388460669903,0.0,0.0,0.0,0.0010284058386896824,0.005521544025808533,0.0,0.0,-0.054759593004005985,-0.05475959300400337,-0.0003491414841571901,0.0,0.0,0.0,0.0,0.0,-0.027548515042902157,0.0,0.0,-0.07688644391606046,0.0015252607241390955,0.0015252607241390951,0.0015252607241390975,0.0,0.0061434617944860275,0.0,0.006735498364224424,0.006735498364224426,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04220930808563033,0.0,0.0,0.05248973447907298,0.0,0.0,0.0,0.0,0.012290953324183932,0.03250262471033839,0.03250262471032343,0.03250262471034329,0.01208061780064568,0.01208061780064562,0.0,0.0021764311509152034,0.0,0.028734171796361143,0.0,-0.022198086355197266,0.0,0.004555344010795993,0.0786087325145532,0.07860873251453931,0.0786087325145395,0.08135407753377742,0.08135407753377327,0.0,-0.04407781429921402,0.010196954561903315,0.08977350882462275,0.08977350882457776,-0.3156580223715433,0.0023827099622645283,0.0,-0.01514018273775916,-0.07367684822983384,0.00667578558532931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.632795505651401,0.062437671360106285,0.06243767136010466,0.0,0.0,0.0,0.09940659419349547,0.004939444498738101,0.004939444498738071,0.0,0.01828507994279987,0.01828507994280371,0.018285079942810353,0.0,0.0,0.038808687898661966,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08839546850667933,0.0,0.0,0.0,0.0013146809781398247,0.0,0.026635794586414636,0.026635794586399163,0.026635794586413974,0.0,0.0,-0.00021068872829891738,-0.0009601420014868074,0.01039466157970337,0.0,0.0,0.0,0.0,0.000989998500908185,0.15289900313194443,0.1528990031319352,0.15289900313193358,0.0,0.0,0.020622357470527364,0.0,0.006640503848620001,0.0012687679091425584,0.0012687679091425643,-0.3022389624253228,0.06479459393078217,-0.00037094535331045806,0.0,-0.22106302424023272,1.2372812785101854e-05,0.0,0.0023312930926622393,0.0017337503345615903,-0.07947418626551427,-0.07947418626551252,-0.0007342465713736579,0.0,0.0,0.0,0.0,0.0,-0.11709816655917067,-0.018010095727000554,-0.018010095727000623,0.0,0.0,0.0,0.0,0.023989178153843313,0.023989178153841644,0.002993128937963027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13170262903003688,0.0,0.0,0.0027188891589259036,0.003700241719263871,0.0,0.046546911615075966,0.0465469116150803,0.046546911615044935,0.0,0.0,0.0,-0.0025612182605233395,0.024847194959427,0.0,0.0,0.0,0.0,0.002414633735982126,0.14614794503559414,0.14614794503559492,0.1461479450355843,0.0,0.0,0.02432448994103339,0.0,0.05693585356928897,0.00482432943459925,0.004824329434599299,-0.3231541056652587,0.000964307493090811,-0.0013547801627699636,0.0,-0.25351654549814256,0.000496735531050161,0.0,0.001529219598141586,0.0,-0.04364743852970917,-0.043647438529709155,-0.0016811742196032671,-0.01050277930591938,0.026358495831647864,0.0,0.0,0.0,-0.0015686995251063048,-0.04844196417887633,-0.04844196417887632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017161215376920697
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;NA,0.0003513617527339238,0.0003513617527339162,0.00035136175273391856,0.000351361752733917,-0.0033658266857328955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012679118831784557,0.04447794466983985,0.04447794466983908,0.04447794466983342,-0.00012625677061889635,-0.00012625677061889085,-0.0006327246321132499,-0.008621207296304865,0.0,0.0,0.0,0.0,0.001453647629538965,0.0013133668835617947,0.16124426550208842,0.1612442655020883,0.16124426550209017,-0.0012635325086381621,-0.0012635325086381708,-0.12182357389137635,-0.021747687393100457,0.0,0.0018537247425986384,0.0018537247425986301,-0.3046508984325716,0.00039695395077416385,-0.0010882835864864811,0.0,-0.17521964911616209,0.0,-0.0016549163061499266,0.001851583160478061,0.0037320694700104717,0.001175236557546195,0.0011752365575461807,0.0,0.0,0.021422701664320663,0.005374726713067788,0.0,0.0,-0.36910357013538736,0.25064997806971784,0.2506499780697557,-0.5243034017993329,0.24518589528235432,0.052076316924489864,-0.2103527458378829,0.0,0.0,0.0,0.0026600931842048437,0.0026600931842048437,0.0026600931842048468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__,-0.0009717527841333597,-0.0009717527841333683,-0.0009717527841333681,-0.0009717527841333591,0.0,0.0,0.0,0.0,-0.05150253528997341,-0.051502535289975684,-0.0011210243602835135,-0.0038270939804670567,-0.030786693852533364,0.0,0.0,-0.0003199349444206543,0.10226004536727282,0.10226004536728006,0.1022600453673145,-0.000320047754128302,-0.0003200477541283119,-0.0006563181746145343,-0.10306240566186038,0.0,0.0,0.07130922997250239,0.02790888071890451,0.0,0.0021052255453055673,0.0018241590263057723,0.0018241590263057472,0.0018241590263057498,0.0,0.0,-0.0005528912681945976,0.0,0.0,0.11083956340961879,0.1108395634096214,-0.06938544393220185,-0.00023374567901602921,-0.0017820838208820501,0.0,-0.22065001066343765,0.0009430600868461688,0.0,0.0,0.0005286429820801431,0.0,0.0,0.001123134395286647,0.0,0.0,0.0,0.0,0.0,-0.28735221817220796,0.06356723231156045,0.06356723231155588,0.3638079953742428,-0.49887298425140153,0.0,-0.0004341075605425025,0.024427007002573078,0.02442700700257301,0.0027888355013328875,0.019058190799938268,0.019058190799937254,0.019058190799937563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,-0.0025770914806801356,-0.0025770914806801637,-0.0025770914806801616,-0.0025770914806801624,0.20189051694855586,0.0,0.0,0.0,0.060211459214534774,0.06021145921453349,0.0009090892970728105,-0.0012950526426406483,-0.10211048352853935,0.005336721503859727,0.002919811250427659,0.003007482249231706,-0.0003951384420519692,-0.0003951384420519588,-0.0003951384420519598,0.0030141370387408166,0.0030141370387408053,0.0,0.487910062063333,0.0,-0.07119045049470228,0.0,0.1466824846334786,0.0,-0.0003195241416142358,-0.0010662818636400827,-0.0010662818636400916,-0.001066281863640099,0.02635626663180276,0.02635626663180275,0.0009709914007198906,0.0,0.0025403638803759457,0.0,0.0,0.00020706620955402604,0.0014556820943971741,-0.037231680466965095,0.08854019830367924,-0.0776658203386354,0.3044569318260132,-0.0018905015392196426,0.0,-0.0031985402327917196,0.0,0.0,0.00055417651164947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06828347971991729,0.1177557311988223,-0.5293797040272987,0.0,0.0,0.0,0.0,0.03653707119432708,0.03653707119432311,0.036537071194321966,0.09433972942036858,0.0,0.0,-0.03074949605061102,-0.030749496050611204,0.0,0.0,0.0,0.0
