KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,1000.0,scale,0.7061258916522075,0.6331109763493026,0.5227819511955614,0.5058823529411764
linear,1.0,auto,0.6668136689508559,0.6124924196482717,0.5179498269896194,0.508235294117647
linear,1.0,scale,0.6673900865863223,0.6124924196482716,0.5170562381380481,0.5223529411764707
linear,1.0,scale,0.7103704774757407,0.6519102486355367,0.5161781312908136,0.5035294117647059
linear,0.1,scale,0.6502364779384574,0.6312916919345057,0.5157398188972645,0.5176470588235293
linear,0.1,scale,0.6781591625125909,0.6337174044875682,0.5100741535759586,0.5035294117647059
linear,1.0,auto,0.700104032385734,0.6464523953911461,0.5085544021530182,0.5411764705882354
linear,0.1,scale,0.6758447451584151,0.6555488174651304,0.5023291187375225,0.5694117647058823
linear,1000.0,scale,0.7040653202641853,0.6403881140084899,0.4986921064779196,0.5035294117647059
linear,0.1,scale,0.6918433905276011,0.6470588235294117,0.4986743261157755,0.5058823529411764
linear,100.0,scale,0.7040844272057372,0.6403881140084899,0.4984100117966867,0.5035294117647059
linear,0.1,auto,0.6790141016134394,0.6270466949666464,0.4980127785883182,0.4964705882352941
linear,10.0,scale,0.7051989987962626,0.6385688295936931,0.4978971123762631,0.5011764705882352
linear,1.0,scale,0.7079822432823177,0.6506973923590054,0.4919731240703698,0.4988235294117646
linear,0.1,auto,0.6761140378259569,0.6337174044875682,0.486949946336228,0.4941176470588236
linear,10.0,auto,0.7097062497997886,0.6361431170406306,0.4814363211068532,0.4635294117647058
linear,100.0,auto,0.7086987859179293,0.6355366889023649,0.4802169909918878,0.4658823529411765
linear,1000.0,auto,0.7084793541980332,0.6361431170406306,0.48021699099188775,0.4658823529411765
linear,0.1,auto,0.6544880928149807,0.6258338386901152,0.4800557477893117,0.5200000000000001
linear,1.0,auto,0.7142806803985009,0.6519102486355366,0.4767331906634151,0.4682352941176471
linear,0.1,auto,0.6329143366795318,0.5597331716191631,0.4598902728351128,0.4588235294117647
linear,0.1,scale,0.6135408659170565,0.5979381443298969,0.4578981876082986,0.4658823529411765
linear,0.001,auto,0.5834780121135597,0.6143117040630685,0.4524431011585841,0.5223529411764707
linear,0.01,auto,0.5833020958694208,0.6191631291691934,0.4522141319778358,0.52
linear,0.1,auto,0.6829774585728178,0.6464523953911461,0.4507881584006152,0.5058823529411764
linear,0.1,auto,0.6177879256867354,0.5385081867798664,0.4459147561163255,0.3882352941176471
linear,0.1,scale,0.6574670699892767,0.6112795633717404,0.4449855159324743,0.49176470588235294
linear,0.001,scale,0.5666522260296283,0.5797453001819284,0.4291200299723692,0.4870588235294118
linear,0.01,scale,0.5668004325676538,0.5791388720436628,0.4283238889149066,0.4776470588235295
linear,0.1,scale,0.6278249399560529,0.5639781685870224,0.4274604857849821,0.4047058823529413
linear,0.1,auto,0.6943268091104207,0.6446331109763492,0.4242024585676604,0.4494117647058824
linear,0.01,scale,0.5752058233908796,0.5900545785324439,0.4181244962783862,0.4941176470588236
linear,0.001,auto,0.562265597679798,0.5039417828987265,0.4178776196124951,0.44235294117647056
linear,0.01,auto,0.5623024924846887,0.4948453608247422,0.4177540529853697,0.4258823529411765
linear,0.001,scale,0.5718208476874468,0.5791388720436628,0.4177215189873418,0.4894117647058824
linear,0.1,scale,0.6866987026386686,0.6318981200727714,0.4141662819921013,0.4423529411764706
linear,0.001,scale,0.5735321286767685,0.5573074590661007,0.41163608708052096,0.4894117647058825
linear,0.01,auto,0.5918043161420645,0.5415403274711946,0.4106505005785581,0.4258823529411765
linear,0.01,scale,0.5843610728466089,0.5882352941176471,0.4095446335202966,0.4752941176470588
linear,0.001,auto,0.5793918918918919,0.5257731958762886,0.4091915278965638,0.4423529411764706
linear,0.001,auto,0.5676824362963178,0.5548817465130382,0.40840061514802,0.4988235294117647
linear,0.001,scale,0.5824770258980785,0.525166767738023,0.4069327834241665,0.4447058823529412
linear,0.01,scale,0.5925454662296767,0.5463917525773196,0.40509156969607707,0.4329411764705883
linear,0.001,auto,0.5735696862003299,0.4608853850818678,0.4036005539313741,0.3552941176470589
linear,0.01,auto,0.5739884466693417,0.4627046694966646,0.4027799148586961,0.3552941176470589
linear,0.001,auto,0.5726191283895334,0.5609460278956943,0.4002306805074972,0.4752941176470588
linear,0.01,auto,0.5783829102575286,0.5779260157671315,0.3986928104575163,0.4611764705882353
linear,0.01,scale,0.5847238357592706,0.5294117647058824,0.3985266855302956,0.4188235294117648
linear,0.001,scale,0.5783165293059449,0.5100060642813826,0.3984779002829545,0.4188235294117647
linear,0.01,auto,0.5833486797256389,0.5712553062462098,0.3949682814302191,0.4329411764705883
linear,0.01,auto,0.5970895188566612,0.5233474833232263,0.3924529222363157,0.4070588235294118
linear,0.001,auto,0.5889701646719594,0.5124317768344451,0.3910137574397503,0.4094117647058824
linear,0.001,scale,0.5852528233430425,0.4996967859308672,0.3873907993738322,0.3741176470588236
linear,0.01,scale,0.5853055214880678,0.5003032140691328,0.3869615714790688,0.3741176470588236
linear,0.001,scale,0.5787743474016102,0.4766525166767738,0.38500149835181297,0.3788235294117647
linear,0.01,scale,0.5854739840911637,0.4705882352941176,0.38340325641794026,0.34352941176470586
linear,0.01,auto,0.6108802895858025,0.5124317768344452,0.35937888817000946,0.3647058823529412
linear,0.001,auto,0.6016289201396674,0.49848392965433597,0.35619369929826306,0.3788235294117647
linear,0.001,scale,0.5892548929692825,0.5136446331109763,0.3505411088885469,0.4047058823529412
linear,0.01,scale,0.5976460248008102,0.5281989084293511,0.3487459609170641,0.3952941176470588
